dataset,condition,dimension,technique,is_original,family_size,family_mechanism,range,metric,mean,std,baseline_mean,delta_abs,delta_pct,improvement_pct
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,D,1.78,0.06,1.8,-0.020000000000000018,-1.111111111111112,1.111111111111112
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,E,0.04,0.01,0.03,0.010000000000000002,33.33333333333334,-33.33333333333334
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,A + B,98.12,0.08,98.1,0.020000000000010232,0.02038735983691155,0.02038735983691155
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,RMSE,42.98,0.75,42.95,0.02999999999999403,0.06984866123397912,-0.06984866123397912
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,MSE,1848.15,64.56,1844.89,3.259999999999991,0.17670430215351543,-0.17670430215351543
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,MAE,33.53,0.81,33.73,-0.19999999999999574,-0.5929439667951253,0.5929439667951253
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,MAPE,0.16,0.0,0.16,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,A,62.46,1.87,61.68,0.7800000000000011,1.264591439688718,1.264591439688718
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,B,29.98,1.73,30.69,-0.7100000000000009,-2.313457152166832,
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,C,0.03,0.02,0.03,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,D,7.53,0.61,7.6,-0.0699999999999994,-0.9210526315789395,0.9210526315789395
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,E,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,A + B,92.44,0.61,92.37,0.06999999999999318,0.07578218036158188,0.07578218036158188
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,RMSE,65.99,2.05,66.33,-0.3400000000000034,-0.5125885722900699,0.5125885722900699
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,MSE,4357.93,266.01,4400.96,-43.029999999999745,-0.9777412200974275,0.9777412200974275
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,MAE,55.41,2.09,55.9,-0.490000000000002,-0.87656529516995,0.87656529516995
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,MAPE,0.18,0.01,0.18,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,A,67.73,0.98,67.59,0.14000000000000057,0.2071312324308338,0.2071312324308338
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,B,26.73,0.64,26.84,-0.10999999999999943,-0.40983606557376834,
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,C,0.16,0.03,0.16,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,D,5.34,0.36,5.38,-0.040000000000000036,-0.7434944237918222,0.7434944237918222
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,E,0.03,0.0,0.03,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,A + B,94.46,0.38,94.43,0.029999999999986926,0.03176956475694898,0.03176956475694898
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,RMSE,37.79,0.87,37.8,-0.00999999999999801,-0.026455026455021194,0.026455026455021194
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,MSE,1428.44,66.29,1429.28,-0.8399999999999181,-0.05877084965856363,0.05877084965856363
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,MAE,27.44,0.69,27.51,-0.07000000000000028,-0.2544529262086524,0.2544529262086524
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,MAPE,0.18,0.01,0.18,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,A,17.96,6.4,19.98,-2.0199999999999996,-10.110110110110107,-10.110110110110107
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,B,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,C,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,D,81.69,6.35,79.69,2.0,2.509725185092232,-2.509725185092232
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,E,0.35,0.07,0.34,0.009999999999999953,2.9411764705882213,-2.9411764705882213
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,A + B,17.96,6.4,19.98,-2.0199999999999996,-10.110110110110107,-10.110110110110107
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,RMSE,39.49,1.44,39.38,0.10999999999999943,0.279329608938546,-0.279329608938546
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,MSE,1561.37,115.04,1552.07,9.299999999999955,0.5991997783605092,-0.5991997783605092
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,MAE,35.34,1.51,35.1,0.240000000000002,0.6837606837606894,-0.6837606837606894
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,MAPE,0.74,0.03,0.73,0.010000000000000009,1.3698630136986314,-1.3698630136986314
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,A,10.48,3.5,11.95,-1.4699999999999989,-12.301255230125514,-12.301255230125514
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,B,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,C,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,D,88.99,3.49,87.54,1.4499999999999886,1.6563856522732334,-1.6563856522732334
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,E,0.53,0.06,0.52,0.010000000000000009,1.9230769230769247,-1.9230769230769247
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,A + B,10.48,3.5,11.95,-1.4699999999999989,-12.301255230125514,-12.301255230125514
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,RMSE,36.0,0.96,35.92,0.0799999999999983,0.22271714922048524,-0.22271714922048524
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,MSE,1296.51,69.49,1290.64,5.869999999999891,0.454813115973462,-0.454813115973462
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,MAE,30.78,0.87,30.64,0.14000000000000057,0.45691906005222116,-0.45691906005222116
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,MAPE,0.5,0.01,0.5,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,A,71.68,0.85,71.8,-0.11999999999999034,-0.16713091922004225,-0.16713091922004225
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,B,28.08,0.8,27.96,0.11999999999999744,0.429184549356214,
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,C,0.24,0.05,0.24,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,D,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,E,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,A + B,99.76,0.05,99.76,0.0,0.0,0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,RMSE,26.73,0.66,26.62,0.10999999999999943,0.4132231404958656,-0.4132231404958656
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,MSE,714.7,35.43,708.96,5.740000000000009,0.8096366508688797,-0.8096366508688797
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,MAE,19.45,0.42,19.37,0.0799999999999983,0.41300980898295453,-0.41300980898295453
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,MAPE,0.16,0.0,0.16,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,A,70.57,0.99,70.58,-0.010000000000005116,-0.014168319637298267,-0.014168319637298267
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,B,27.53,0.97,27.52,0.010000000000001563,0.03633720930233126,
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,C,0.06,0.03,0.06,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,D,1.8,0.06,1.8,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,E,0.03,0.01,0.03,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,A + B,98.1,0.06,98.1,0.0,0.0,0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,RMSE,43.02,0.77,42.95,0.07000000000000028,0.16298020954598436,-0.16298020954598436
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,MSE,1851.09,65.66,1844.89,6.199999999999818,0.33606339673367075,-0.33606339673367075
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,MAE,33.74,0.71,33.73,0.010000000000005116,0.029647198339772064,-0.029647198339772064
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,MAPE,0.16,0.0,0.16,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,A,61.41,0.7,61.68,-0.2700000000000031,-0.43774319066148365,-0.43774319066148365
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,B,30.98,0.92,30.69,0.28999999999999915,0.9449332029977162,
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,C,0.02,0.02,0.03,-0.009999999999999998,-33.33333333333333,33.33333333333333
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,D,7.58,0.7,7.6,-0.019999999999999574,-0.2631578947368365,0.2631578947368365
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,E,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,A + B,92.39,0.68,92.37,0.01999999999999602,0.02165205153187834,0.02165205153187834
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,RMSE,66.51,1.13,66.33,0.18000000000000682,0.2713704206241623,-0.2713704206241623
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,MSE,4424.6,150.66,4400.96,23.640000000000327,0.5371555297026178,-0.5371555297026178
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,MAE,56.07,1.0,55.9,0.1700000000000017,0.30411449016100484,-0.30411449016100484
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,MAPE,0.18,0.0,0.18,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,A,67.4,0.82,67.59,-0.18999999999999773,-0.2811066725846985,-0.2811066725846985
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,B,26.95,0.45,26.84,0.10999999999999943,0.40983606557376834,
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,C,0.16,0.04,0.16,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,D,5.45,0.4,5.38,0.07000000000000028,1.301115241635693,-1.301115241635693
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,E,0.03,0.01,0.03,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,A + B,94.35,0.43,94.43,-0.0800000000000125,-0.08471883935191411,-0.08471883935191411
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,RMSE,37.9,0.75,37.8,0.10000000000000142,0.2645502645502683,-0.2645502645502683
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,MSE,1437.2,57.09,1429.28,7.920000000000073,0.554125153923659,-0.554125153923659
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,MAE,27.59,0.51,27.51,0.0799999999999983,0.2908033442384525,-0.2908033442384525
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,MAPE,0.18,0.0,0.18,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,A,21.53,2.43,19.98,1.5500000000000007,7.75775775775776,7.75775775775776
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,B,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,C,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,D,78.13,2.49,79.69,-1.5600000000000023,-1.9575856443719442,1.9575856443719442
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,E,0.33,0.07,0.34,-0.010000000000000009,-2.9411764705882377,2.9411764705882377
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,A + B,21.53,2.43,19.98,1.5500000000000007,7.75775775775776,7.75775775775776
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,RMSE,39.57,1.67,39.38,0.18999999999999773,0.48247841543930353,-0.48247841543930353
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,MSE,1568.33,132.75,1552.07,16.25999999999999,1.0476331608754754,-1.0476331608754754
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,MAE,35.09,1.21,35.1,-0.00999999999999801,-0.02849002849002282,0.02849002849002282
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,MAPE,0.73,0.03,0.73,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_1,A,12.48,1.55,11.95,0.5300000000000011,4.435146443514655,4.435146443514655
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_1,B,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_1,C,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_1,D,87.0,1.59,87.54,-0.5400000000000063,-0.6168608636052162,0.6168608636052162
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_1,E,0.51,0.08,0.52,-0.010000000000000009,-1.9230769230769247,1.9230769230769247
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_1,A + B,12.48,1.55,11.95,0.5300000000000011,4.435146443514655,4.435146443514655
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_1,RMSE,36.14,1.46,35.92,0.21999999999999886,0.6124721603563443,-0.6124721603563443
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_1,MSE,1307.45,105.5,1290.64,16.809999999999945,1.302454596169338,-1.302454596169338
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_1,MAE,30.86,1.23,30.64,0.21999999999999886,0.7180156657963409,-0.7180156657963409
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_1,MAPE,0.5,0.02,0.5,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TIR,A,71.76,0.91,71.8,-0.03999999999999204,-0.05571030640667416,-0.05571030640667416
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TIR,B,28.01,0.87,27.96,0.05000000000000071,0.17882689556509554,
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TIR,C,0.23,0.04,0.24,-0.009999999999999981,-4.166666666666659,4.166666666666659
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TIR,D,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TIR,E,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TIR,A + B,99.77,0.04,99.76,0.009999999999990905,0.010024057738563458,0.010024057738563458
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TIR,RMSE,26.58,0.56,26.62,-0.0400000000000027,-0.1502629601803257,0.1502629601803257
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TIR,MSE,706.76,29.99,708.96,-2.2000000000000455,-0.3103136989392978,0.3103136989392978
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TIR,MAE,19.4,0.38,19.37,0.029999999999997584,0.15487867836859878,-0.15487867836859878
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TIR,MAPE,0.16,0.0,0.16,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_1,A,69.9,0.6,70.58,-0.6799999999999926,-0.9634457353357786,-0.9634457353357786
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_1,B,28.16,0.54,27.52,0.6400000000000006,2.325581395348839,
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_1,C,0.06,0.02,0.06,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_1,D,1.85,0.06,1.8,0.050000000000000044,2.77777777777778,-2.77777777777778
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_1,E,0.04,0.02,0.03,0.010000000000000002,33.33333333333334,-33.33333333333334
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_1,A + B,98.05,0.07,98.1,-0.04999999999999716,-0.05096839959224991,-0.05096839959224991
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_1,RMSE,43.36,0.41,42.95,0.4099999999999966,0.9545983701978965,-0.9545983701978965
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_1,MSE,1880.34,35.28,1844.89,35.44999999999982,1.921523776485309,-1.921523776485309
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_1,MAE,34.21,0.4,33.73,0.480000000000004,1.4230655203083429,-1.4230655203083429
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_1,MAPE,0.16,0.0,0.16,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_2,A,61.0,0.67,61.68,-0.6799999999999997,-1.102464332036316,-1.102464332036316
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_2,B,31.18,0.73,30.69,0.48999999999999844,1.5966112740306238,
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_2,C,0.02,0.02,0.03,-0.009999999999999998,-33.33333333333333,33.33333333333333
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_2,D,7.79,0.51,7.6,0.1900000000000004,2.5000000000000053,-2.5000000000000053
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_2,E,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_2,A + B,92.18,0.49,92.37,-0.18999999999999773,-0.20569448955288266,-0.20569448955288266
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_2,RMSE,66.79,1.21,66.33,0.46000000000000796,0.6935021860395115,-0.6935021860395115
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_2,MSE,4462.23,162.07,4400.96,61.26999999999953,1.3921962480913148,-1.3921962480913148
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_2,MAE,56.41,1.09,55.9,0.509999999999998,0.9123434704830019,-0.9123434704830019
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TAR_2,MAPE,0.19,0.0,0.18,0.010000000000000009,5.555555555555561,-5.555555555555561
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,ENTIRE,A,67.36,0.74,67.59,-0.23000000000000398,-0.34028702470780287,-0.34028702470780287
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,ENTIRE,B,27.08,0.5,26.84,0.23999999999999844,0.8941877794336752,
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,ENTIRE,C,0.15,0.03,0.16,-0.010000000000000009,-6.250000000000005,6.250000000000005
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,ENTIRE,D,5.38,0.24,5.38,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,ENTIRE,E,0.03,0.01,0.03,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,ENTIRE,A + B,94.44,0.28,94.43,0.009999999999990905,0.010589854918977978,0.010589854918977978
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,ENTIRE,RMSE,38.0,0.79,37.8,0.20000000000000284,0.5291005291005366,-0.5291005291005366
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,ENTIRE,MSE,1444.42,60.66,1429.28,15.1400000000001,1.0592745997985071,-1.0592745997985071
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,ENTIRE,MAE,27.71,0.64,27.51,0.1999999999999993,0.7270083605961443,-0.7270083605961443
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,ENTIRE,MAPE,0.18,0.0,0.18,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_2,A,20.07,8.65,19.98,0.08999999999999986,0.45045045045044974,0.45045045045044974
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_2,B,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_2,C,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_2,D,79.59,8.63,79.69,-0.09999999999999432,-0.1254862592546045,0.1254862592546045
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_2,E,0.34,0.07,0.34,0.0,0.0,-0.0
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_2,A + B,20.07,8.65,19.98,0.08999999999999986,0.45045045045044974,0.45045045045044974
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_2,RMSE,38.78,1.45,39.38,-0.6000000000000014,-1.523616048755717,1.523616048755717
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_2,MSE,1505.52,114.08,1552.07,-46.549999999999955,-2.9992203959872916,2.9992203959872916
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_2,MAE,34.35,1.51,35.1,-0.75,-2.1367521367521367,2.1367521367521367
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_2,MAPE,0.72,0.03,0.73,-0.010000000000000009,-1.3698630136986314,1.3698630136986314
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_1,A,12.54,3.76,11.95,0.5899999999999999,4.937238493723848,4.937238493723848
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_1,B,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_1,C,0.0,0.0,0.0,0.0,,
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_1,D,86.94,3.76,87.54,-0.6000000000000085,-0.685400959561353,0.685400959561353
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,False,same_size,random+guided,TBR_1,E,0.52,0.07,0.52,0.0,0.0,-0.0
